,Unnamed: 0,img_name,category,beauty_scores,score
13045,13045,2261031493.jpg,animals,"[5, 5, 5, 4, 5, 5, 3, 4, 4, 4]",3
128,128,6903422852.jpg,nature,"[3, 3, 3, 4, 4]",2
11118,11118,6018454172.jpg,nature,"[3, 3, 3, 3, 4]",2
9450,9450,5687586932.jpg,nature,"[4, 3, 3, 3, 3]",2
4182,4182,2306158.jpg,urban,"[4, 3, 4, 3, 4]",3
7299,7299,2687840533.jpg,urban,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2
6995,6995,6176559388.jpg,animals,"[4, 3, 3, 4, 3]",2
2398,2398,6970443894.jpg,people,"[2, 2, 2, 3, 2]",1
12157,12157,2453757057.jpg,nature,"[3, 3, 3, 3, 4]",2
1186,1186,10910158.jpg,nature,"[3, 3, 3, 3, 3]",2
9543,9543,8363737387.jpg,urban,"[3, 3, 3, 4, 2]",2
13199,13199,7815201140.jpg,urban,"[3, 4, 3, 3, 3, 4, 3, 3, 3, 3]",2
5314,5314,7616601350.jpg,nature,"[4, 3, 3, 3, 3]",2
4247,4247,6271647017.jpg,nature,"[4, 4, 3, 4, 3]",3
12975,12975,3422539020.jpg,urban,"[3, 4, 3, 3, 3, 4]",2
1096,1096,1368112640.jpg,nature,"[3, 3, 3, 3, 4]",2
6653,6653,2472356896.jpg,animals,"[4, 4, 4, 4, 4, 4, 4, 3, 5, 4, 4]",3
1273,1273,4307592051.jpg,animals,"[4, 2, 3, 3, 3, 3, 3, 4, 4, 3]",2
5698,5698,1898235397.jpg,people,"[4, 3, 3, 3, 3]",2
11858,11858,4084578179.jpg,urban,"[4, 3, 2, 4, 4]",2
6797,6797,4199876849.jpg,nature,"[3, 3, 3, 3, 3]",2
6615,6615,8103027032.jpg,nature,"[3, 3, 3, 3, 3]",2
3358,3358,193409967.jpg,nature,"[3, 3, 4, 4, 4]",3
7755,7755,3203524576.jpg,animals,"[4, 4, 5, 5, 4]",3
183,183,3478318349.jpg,people,"[3, 4, 4, 4, 4]",3
12369,12369,7917819434.jpg,people,"[3, 3, 4, 3, 3]",2
6513,6513,3700255142.jpg,urban,"[3, 3, 3, 2, 3]",2
4567,4567,7978619853.jpg,animals,"[4, 4, 4, 3, 4]",3
6603,6603,7392613564.jpg,nature,"[3, 2, 3, 3, 4]",2
11274,11274,2858084416.jpg,nature,"[3, 4, 3, 3, 3]",2
1961,1961,590034637.jpg,people,"[3, 4, 4, 3, 4]",3
4992,4992,4855716540.jpg,animals,"[3, 4, 4, 4, 4]",3
4891,4891,694966597.jpg,nature,"[3, 3, 3, 5, 4]",3
8039,8039,3813450970.jpg,animals,"[3, 2, 4, 3, 2]",2
5869,5869,1236078083.jpg,people,"[3, 3, 3, 3, 4]",2
12877,12877,1844036207.jpg,nature,"[3, 3, 3, 3, 3]",2
6226,6226,56861231.jpg,nature,"[3, 3, 3, 3, 2, 3, 4, 3, 3, 3]",2
10224,10224,2100428468.jpg,animals,"[5, 5, 4, 4, 3, 4, 4, 3, 4, 4]",3
9632,9632,7281763976.jpg,people,"[3, 3, 3, 3, 3]",2
1251,1251,2531659645.jpg,nature,"[3, 3, 3, 2, 3]",2
3176,3176,1216354184.jpg,urban,"[4, 3, 3, 3, 3, 4]",2
3359,3359,6724764169.jpg,animals,"[4, 3, 4, 4, 4]",3
9351,9351,5942370723.jpg,people,"[3, 3, 3, 3, 3]",2
8723,8723,1348264526.jpg,nature,"[3, 3, 5, 3, 5, 4, 3, 4, 4, 2]",3
10525,10525,6942258806.jpg,animals,"[5, 4, 4, 4, 3]",3
12213,12213,5598457198.jpg,animals,"[3, 4, 3, 4, 4]",3
7411,7411,4937664006.jpg,urban,"[3, 3, 3, 3, 4, 3]",2
7538,7538,49114690.jpg,urban,"[3, 3, 4, 3, 3]",2
1051,1051,277117307.jpg,animals,"[3, 3, 3, 3, 3]",2
8464,8464,6183429689.jpg,people,"[3, 4, 4, 3, 4]",3
4763,4763,3616520308.jpg,people,"[2, 4, 3, 3, 3]",2
1874,1874,6148176471.jpg,animals,"[4, 4, 4, 4, 3]",3
7282,7282,7749376432.jpg,nature,"[4, 5, 4, 4, 4, 4, 4, 4, 4, 4]",3
12168,12168,3137980339.jpg,animals,"[3, 3, 2, 3, 3]",2
4322,4322,3102063763.jpg,urban,"[3, 3, 3, 3, 2]",2
5831,5831,5837595938.jpg,urban,"[3, 2, 3, 4, 3]",2
11024,11024,8017725091.jpg,animals,"[5, 4, 4, 3, 5, 4]",3
8821,8821,231120597.jpg,nature,"[4, 3, 3, 3, 4]",2
10577,10577,448630630.jpg,urban,"[4, 5, 3, 4, 4, 5]",3
4485,4485,278073034.jpg,animals,"[5, 3, 3, 4, 4, 4]",3
8615,8615,144499560.jpg,animals,"[3, 4, 4, 4, 3]",3
3924,3924,8237971913.jpg,nature,"[5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5]",4
8665,8665,7477017058.jpg,people,"[4, 4, 3, 4, 4]",3
12660,12660,3290110351.jpg,nature,"[3, 4, 3, 3, 3]",2
7850,7850,3997923570.jpg,people,"[3, 3, 3, 3, 3]",2
3113,3113,2705047935.jpg,nature,"[2, 1, 3, 4, 3]",2
3303,3303,7586382052.jpg,animals,"[3, 4, 4, 4, 3]",3
1690,1690,6953057353.jpg,nature,"[2, 3, 3, 3, 3]",2
8731,8731,3715485397.jpg,nature,"[3, 3, 3, 3, 3]",2
5048,5048,7283734812.jpg,people,"[3, 3, 3, 3, 4]",2
10846,10846,7325718766.jpg,people,"[3, 2, 3, 3, 3]",2
3308,3308,222016256.jpg,nature,"[3, 3, 4, 3, 3]",2
1504,1504,2444732306.jpg,nature,"[2, 2, 2, 2, 2]",1
1806,1806,937631.jpg,nature,"[3, 1, 3, 3, 1]",1
3871,3871,57708117.jpg,nature,"[3, 3, 3, 3, 3]",2
3791,3791,4204725797.jpg,animals,"[3, 3, 3, 3, 3]",2
12932,12932,2087457022.jpg,urban,"[3, 3, 4, 4, 3, 4]",3
13554,13554,6029095500.jpg,urban,"[3, 4, 5, 4, 3]",3
1717,1717,7193197646.jpg,people,"[5, 5, 4, 4, 4]",3
2696,2696,45195628.jpg,nature,"[2, 4, 4, 3, 3]",2
1848,1848,5864195780.jpg,nature,"[4, 4, 4, 3, 3]",3
4512,4512,2346549702.jpg,animals,"[4, 3, 4, 3, 3]",2
10104,10104,6984888499.jpg,people,"[3, 3, 3, 3, 3]",2
6622,6622,4241584518.jpg,nature,"[3, 3, 3, 4, 3]",2
3435,3435,3063025752.jpg,people,"[3, 3, 3, 3, 3]",2
9205,9205,3627294681.jpg,animals,"[4, 4, 3, 4, 4]",3
142,142,6189841456.jpg,animals,"[4, 3, 4, 3, 3]",2
9534,9534,3723374754.jpg,nature,"[3, 3, 4, 3, 2]",2
6992,6992,2446967575.jpg,nature,"[2, 2, 2, 2, 2]",1
9169,9169,5540482788.jpg,people,"[3, 4, 3, 3, 4]",2
8956,8956,4736351499.jpg,animals,"[3, 4, 4, 4, 4, 4]",3
1117,1117,558060241.jpg,urban,"[4, 5, 5, 5, 4]",4
1756,1756,5305044850.jpg,people,"[3, 3, 3, 3, 3]",2
497,497,5403550431.jpg,nature,"[5, 4, 5, 4, 4]",3
6751,6751,6253698023.jpg,animals,"[4, 4, 4, 5, 4]",3
870,870,5416479641.jpg,urban,"[3, 4, 3, 3, 3, 2]",2
3357,3357,3176185.jpg,people,"[3, 3, 3, 3, 2]",2
7678,7678,248752580.jpg,people,"[2, 4, 4, 4, 4]",3
721,721,3681031079.jpg,urban,"[2, 2, 2, 3, 3]",1
886,886,6153730586.jpg,urban,"[3, 2, 2, 3, 3, 3, 2, 2, 3, 3]",2
13042,13042,8143515380.jpg,animals,"[4, 4, 4, 5, 5, 5]",3
9971,9971,4142818929.jpg,nature,"[3, 3, 3, 3, 3]",2
11287,11287,8197665237.jpg,nature,"[4, 3, 4, 3, 3]",2
8347,8347,241775051.jpg,nature,"[3, 4, 3, 3, 3, 3, 3, 3, 3, 3]",2
8102,8102,8420184357.jpg,animals,"[4, 3, 3, 3, 3]",2
11812,11812,4769820758.jpg,people,"[3, 3, 4, 3, 4]",2
10315,10315,2354607553.jpg,people,"[5, 4, 4, 5, 4]",3
314,314,7307460534.jpg,people,"[4, 4, 4, 4, 4]",3
12146,12146,6650430751.jpg,people,"[3, 4, 4, 4, 3]",3
10157,10157,7979866377.jpg,people,"[4, 4, 3, 3, 4]",3
4204,4204,5928507252.jpg,people,"[5, 5, 5, 4, 5]",4
5850,5850,94849814.jpg,people,"[2, 3, 3, 2, 2]",1
6129,6129,122540269.jpg,nature,"[3, 2, 2, 3, 3]",2
5447,5447,7341453306.jpg,nature,"[4, 3, 5, 4, 4]",3
3129,3129,1699208122.jpg,nature,"[3, 3, 4, 3, 4]",2
1996,1996,6832507120.jpg,people,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2
10289,10289,6014096645.jpg,nature,"[4, 2, 3, 3, 3]",2
3968,3968,2417791174.jpg,nature,"[2, 3, 3, 3, 3]",2
10742,10742,7798188466.jpg,urban,"[2, 3, 3, 3, 3]",2
336,336,7567719470.jpg,nature,"[2, 4, 2, 1, 2, 5, 4, 4, 1, 2]",2
10743,10743,3590081483.jpg,urban,"[3, 2, 4, 4, 4]",2
13239,13239,3326595811.jpg,nature,"[5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5]",4
9425,9425,3203174437.jpg,urban,"[3, 4, 3, 3, 3]",2
2985,2985,3623194348.jpg,nature,"[3, 4, 3, 3, 4]",2
4620,4620,5325544523.jpg,animals,"[4, 4, 4, 3, 4]",3
6531,6531,3951827421.jpg,nature,"[2, 3, 3, 3, 2]",2
8937,8937,5623101919.jpg,nature,"[2, 3, 4, 3, 3]",2
3558,3558,4191500662.jpg,people,"[4, 4, 4, 4, 4]",3
12380,12380,2425473578.jpg,nature,"[3, 4, 3, 3, 3]",2
3416,3416,86327307.jpg,urban,"[2, 3, 3, 3, 3, 2, 3]",2
307,307,5483865380.jpg,animals,"[3, 3, 3, 3, 3]",2
13482,13482,5263627910.jpg,urban,"[3, 3, 5, 3, 3]",2
10319,10319,7576460768.jpg,urban,"[3, 3, 4, 3, 5]",3
348,348,2413057204.jpg,animals,"[5, 4, 5, 4, 5, 5, 4, 4, 4, 5, 5]",4
5918,5918,8512653976.jpg,urban,"[3, 3, 4, 3, 3]",2
7243,7243,52158537.jpg,urban,"[3, 4, 3, 3, 3]",2
12908,12908,4923010033.jpg,urban,"[3, 3, 3, 3, 3]",2
4482,4482,7955961724.jpg,animals,"[4, 4, 3, 4, 4, 4, 3]",3
8263,8263,2181170020.jpg,people,"[3, 4, 4, 3, 3, 3, 3, 4, 3, 5]",3
9149,9149,4851062849.jpg,nature,"[3, 2, 2, 3, 4, 3, 2, 3, 4, 2]",2
6855,6855,4687107732.jpg,animals,"[4, 4, 5, 5, 4]",3
11055,11055,8116178062.jpg,people,"[5, 3, 4, 3, 4, 3, 4, 4, 4, 4]",3
9727,9727,2335425078.jpg,people,"[3, 3, 3, 3, 3]",2
11075,11075,3292332340.jpg,animals,"[4, 4, 4, 3, 4]",3
9129,9129,3455674430.jpg,animals,"[3, 4, 3, 3, 3]",2
1666,1666,397768296.jpg,animals,"[3, 4, 3, 3, 3]",2
7579,7579,149699487.jpg,urban,"[2, 3, 3, 3, 3]",2
5570,5570,6534696709.jpg,animals,"[2, 2, 3, 3, 2]",1
52,52,5331710895.jpg,people,"[2, 4, 4, 4, 4]",3
9036,9036,5401278331.jpg,animals,"[4, 4, 4, 3, 3]",3
6263,6263,7392784974.jpg,animals,"[3, 3, 3, 3, 3]",2
1445,1445,7819891778.jpg,urban,"[2, 2, 3, 2, 3]",1
9643,9643,6964066389.jpg,animals,"[4, 3, 5, 4, 5, 4, 4, 4, 4, 4]",3
9237,9237,7156467249.jpg,people,"[4, 4, 3, 3, 3]",2
1695,1695,5584430423.jpg,nature,"[4, 4, 1, 2, 1]",1
1574,1574,2173232493.jpg,animals,"[4, 3, 3, 3, 4, 4, 4, 4, 4, 4]",3
10076,10076,4154798779.jpg,urban,"[4, 3, 5, 3, 4]",3
4405,4405,5169200654.jpg,nature,"[3, 3, 3, 2, 3]",2
1630,1630,3079297554.jpg,urban,"[3, 3, 3, 3, 3, 3, 3, 4, 4, 5]",2
11427,11427,2869813239.jpg,nature,"[4, 4, 4, 5, 4, 5, 4, 3, 5, 4]",3
1881,1881,2235550055.jpg,people,"[4, 3, 4, 4, 4]",3
5074,5074,7948903676.jpg,nature,"[3, 3, 3, 3, 3]",2
5509,5509,6044646369.jpg,nature,"[3, 2, 3, 3, 3]",2
11989,11989,4873315154.jpg,nature,"[3, 3, 3, 3, 4]",2
11254,11254,2447322.jpg,nature,"[4, 3, 3, 3, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4]",3
9663,9663,2374058239.jpg,nature,"[3, 2, 5, 3, 4]",2
9436,9436,91213436.jpg,people,"[3, 3, 3, 2, 3, 3, 3, 3, 3, 2]",2
186,186,6142427579.jpg,nature,"[3, 3, 3, 3, 3]",2
5558,5558,6931638433.jpg,urban,"[3, 3, 4, 3, 3]",2
7185,7185,8039768752.jpg,urban,"[3, 5, 4, 4, 5]",3
13072,13072,2521090830.jpg,animals,"[4, 3, 4, 4, 3]",3
10441,10441,7702681588.jpg,nature,"[2, 3, 4, 3, 3, 4, 2, 4, 3, 4, 4, 3, 4, 4, 3]",2
6587,6587,7783646150.jpg,nature,"[3, 3, 3, 3, 2]",2
1234,1234,5486082535.jpg,people,"[3, 3, 3, 3, 4]",2
9513,9513,5223488708.jpg,urban,"[3, 3, 3, 2, 2, 3, 2, 3, 3, 2]",2
3915,3915,6807973732.jpg,nature,"[2, 3, 3, 3, 3]",2
446,446,8403971560.jpg,urban,"[3, 3, 3, 3, 2]",2
844,844,6274133292.jpg,people,"[5, 4, 4, 5, 4, 4, 4, 3, 2, 4]",3
5201,5201,7793408502.jpg,urban,"[3, 4, 4, 3, 3]",2
11944,11944,69049159.jpg,urban,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2]",2
10481,10481,7708185222.jpg,nature,"[3, 3, 3, 3, 3]",2
2440,2440,5051136064.jpg,nature,"[3, 3, 3, 3, 3]",2
3103,3103,1007952350.jpg,urban,"[3, 3, 3, 3, 3]",2
7692,7692,6520313919.jpg,animals,"[3, 4, 4, 3, 5]",3
4774,4774,788370506.jpg,animals,"[4, 3, 3, 2, 3]",2
6974,6974,5745704251.jpg,nature,"[3, 2, 2, 2, 2]",1
6094,6094,6697336683.jpg,nature,"[3, 3, 3, 2, 3]",2
2153,2153,8223598092.jpg,people,"[2, 2, 3, 2, 2]",1
5518,5518,102165753.jpg,animals,"[4, 3, 4, 4, 3, 4, 4, 5, 3, 4]",3
10887,10887,5333157594.jpg,urban,"[4, 4, 3, 3, 2]",2
5067,5067,3460086179.jpg,animals,"[4, 4, 4, 5, 3, 3, 4]",3
11467,11467,8298541527.jpg,animals,"[3, 3, 3, 3, 3]",2
10474,10474,8159722500.jpg,animals,"[5, 4, 4, 5, 5, 4, 5, 4, 5, 4]",3
11318,11318,5628159284.jpg,people,"[3, 3, 3, 2, 2]",2
776,776,2457441039.jpg,nature,"[4, 5, 2, 3, 3]",2
8417,8417,4876975929.jpg,animals,"[4, 3, 4, 4, 3]",3
12622,12622,8359602400.jpg,people,"[3, 3, 4, 4, 3]",2
6324,6324,7600327444.jpg,animals,"[3, 3, 3, 3, 3]",2
4920,4920,3645238811.jpg,animals,"[3, 3, 4, 4, 3]",2
11820,11820,5942363627.jpg,people,"[3, 3, 3, 3, 3]",2
12898,12898,3120128855.jpg,people,"[2, 3, 3, 2, 1]",1
10722,10722,302104830.jpg,urban,"[3, 4, 3, 3, 4]",2
3136,3136,4500613470.jpg,people,"[3, 3, 3, 3, 3]",2
13006,13006,8220838444.jpg,nature,"[3, 2, 3, 3, 2, 3, 3, 3, 3, 3, 3]",2
5462,5462,3482512340.jpg,animals,"[4, 4, 3, 4, 4]",3
3183,3183,7218728888.jpg,people,"[4, 4, 4, 4, 3]",3
13576,13576,7193543324.jpg,nature,"[3, 3, 3, 3, 3]",2
7522,7522,6836344215.jpg,urban,"[3, 3, 3, 2, 3]",2
10797,10797,1433104570.jpg,nature,"[2, 5, 3, 3, 3]",2
3199,3199,7168888637.jpg,animals,"[4, 4, 4, 4, 4]",3
10293,10293,2215082618.jpg,urban,"[5, 4, 4, 4, 5]",3
1289,1289,8054024665.jpg,people,"[4, 4, 3, 3, 2]",2
12923,12923,6653793001.jpg,animals,"[4, 3, 5, 4, 3, 3]",3
12966,12966,3101466837.jpg,urban,"[3, 3, 3, 3, 2]",2
10118,10118,2323963779.jpg,animals,"[4, 5, 4, 4, 5, 4, 4, 3, 3, 3, 4, 4, 4]",3
7542,7542,5782303468.jpg,people,"[3, 3, 3, 3, 3]",2
1879,1879,180613732.jpg,nature,"[3, 3, 3, 2, 2]",2
11615,11615,7561942122.jpg,nature,"[2, 2, 4, 3, 4]",2
9069,9069,7979785688.jpg,people,"[3, 3, 3, 3, 3]",2
5457,5457,4514586745.jpg,animals,"[4, 5, 3, 5, 5, 3]",3
2148,2148,7002011594.jpg,people,"[4, 4, 4, 4, 3]",3
4131,4131,8353469276.jpg,animals,"[3, 2, 2, 3, 3]",2
1036,1036,4597511253.jpg,nature,"[3, 3, 3, 3, 3]",2
12942,12942,240877775.jpg,animals,"[2, 3, 3, 3, 3]",2
4134,4134,7510201490.jpg,animals,"[5, 4, 4, 4, 4]",3
649,649,452988707.jpg,animals,"[4, 4, 4, 4, 4]",3
6711,6711,6001086503.jpg,urban,"[3, 3, 3, 3, 3]",2
861,861,3157507537.jpg,animals,"[4, 4, 4, 4, 2, 3, 3]",2
191,191,8069925295.jpg,people,"[4, 3, 4, 4, 4]",3
8301,8301,4300045707.jpg,people,"[4, 4, 4, 3, 4]",3
6026,6026,7188574495.jpg,urban,"[3, 3, 3, 3, 3, 3]",2
1942,1942,8115667602.jpg,people,"[4, 4, 4, 4, 4]",3
4331,4331,4237104537.jpg,urban,"[3, 2, 2, 2, 2]",1
12027,12027,4722506769.jpg,nature,"[3, 3, 4, 4, 3]",2
8775,8775,222099268.jpg,urban,"[3, 3, 3, 3, 3]",2
7972,7972,8232030960.jpg,urban,"[3, 3, 3, 4, 2]",2
10519,10519,3838644843.jpg,urban,"[3, 4, 3, 4, 3, 3, 3, 4, 3, 3]",2
10175,10175,6075882682.jpg,urban,"[3, 3, 3, 3, 3]",2
10085,10085,7460515734.jpg,people,"[3, 4, 4, 3, 4]",3
2775,2775,6619483703.jpg,urban,"[3, 3, 4, 3, 3]",2
4145,4145,7622289672.jpg,nature,"[3, 3, 3, 3, 3]",2
2617,2617,8240510563.jpg,people,"[3, 3, 4, 3, 3]",2
2411,2411,697890818.jpg,animals,"[3, 3, 3, 3, 3, 4, 2, 4, 3, 3, 3, 2, 3]",2
1094,1094,8037607216.jpg,nature,"[3, 3, 3, 3, 3]",2
6065,6065,90532889.jpg,animals,"[4, 4, 4, 3, 3]",3
1546,1546,4162959906.jpg,urban,"[3, 3, 3, 3, 3]",2
4589,4589,77833615.jpg,nature,"[4, 4, 4, 3, 4]",3
6034,6034,466503088.jpg,nature,"[3, 4, 3, 3, 4]",2
6953,6953,268258071.jpg,nature,"[3, 2, 3, 2, 2]",1
3135,3135,8386746521.jpg,nature,"[4, 3, 4, 3, 4]",3
3856,3856,5497109020.jpg,animals,"[4, 4, 4, 3, 4, 4]",3
12522,12522,3416252100.jpg,people,"[4, 3, 3, 3, 3]",2
6419,6419,3624382985.jpg,animals,"[3, 4, 4, 3, 3, 4]",3
3805,3805,2694727778.jpg,animals,"[3, 3, 3, 2, 3, 3, 3, 3, 3, 3]",2
8993,8993,5049540305.jpg,urban,"[3, 3, 3, 3, 3]",2
7431,7431,626316219.jpg,animals,"[2, 3, 3, 2, 2]",1
6774,6774,5171650196.jpg,nature,"[3, 3, 3, 4, 3]",2
11931,11931,8457616118.jpg,animals,"[3, 3, 3, 3, 3]",2
464,464,6918037903.jpg,people,"[3, 3, 4, 4, 4]",3
1257,1257,8005418708.jpg,animals,"[4, 5, 3, 3, 5, 4]",3
2259,2259,3992887596.jpg,people,"[3, 2, 2, 4, 4]",2
5630,5630,3611473438.jpg,animals,"[4, 5, 4, 4, 4]",3
13160,13160,206394499.jpg,people,"[3, 2, 2, 3, 4]",2
6231,6231,3033483602.jpg,urban,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2
7382,7382,2542314970.jpg,nature,"[4, 4, 4, 3, 4]",3
11219,11219,5560379797.jpg,urban,"[3, 3, 3, 3, 3, 3, 4, 3, 3, 3]",2
1262,1262,3954629471.jpg,people,"[4, 3, 4, 4, 3]",3
7212,7212,2623206188.jpg,urban,"[4, 3, 3, 3, 3]",2
975,975,3935423976.jpg,animals,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2
9731,9731,8504562955.jpg,urban,"[3, 3, 3, 4, 4]",2
5866,5866,4067523791.jpg,animals,"[2, 3, 2, 3, 2]",1
6582,6582,226587515.jpg,animals,"[4, 4, 4, 5, 4, 3, 5, 5, 3, 4, 4]",3
2387,2387,4938678611.jpg,nature,"[3, 4, 3, 3, 3]",2
13214,13214,2838008752.jpg,animals,"[4, 4, 4, 4, 4]",3
5021,5021,7337269694.jpg,urban,"[3, 4, 3, 3, 4]",2
7129,7129,2582299930.jpg,nature,"[3, 3, 3, 3, 3]",2
11353,11353,3445465816.jpg,nature,"[3, 3, 3, 3, 2]",2
3882,3882,4725397271.jpg,animals,"[3, 3, 3, 4, 4]",2
6055,6055,529939048.jpg,animals,"[3, 3, 3, 3, 3]",2
12341,12341,4491189320.jpg,nature,"[3, 3, 3, 4, 3]",2
9682,9682,2332530872.jpg,animals,"[3, 4, 3, 3, 3]",2
3875,3875,8496774463.jpg,urban,"[5, 5, 4, 5, 5]",4
2789,2789,6816105043.jpg,nature,"[4, 3, 3, 4, 4]",3
1857,1857,2886657218.jpg,animals,"[3, 3, 3, 3, 3]",2
11780,11780,308582407.jpg,urban,"[4, 3, 4, 3, 3]",2
4108,4108,153161528.jpg,urban,"[3, 3, 2, 2, 2]",1
5213,5213,3328551459.jpg,animals,"[4, 4, 3, 3, 4]",3
8281,8281,7646774722.jpg,urban,"[3, 4, 3, 3, 4]",2
3255,3255,6807211613.jpg,urban,"[3, 3, 3, 3, 2, 3, 3, 3, 4, 5, 4, 3]",2
7323,7323,4864520810.jpg,animals,"[2, 2, 1, 2, 2]",1
2690,2690,4706070882.jpg,animals,"[3, 4, 4, 4, 4]",3
7389,7389,6041083261.jpg,animals,"[3, 3, 3, 4, 3]",2
4627,4627,8211386418.jpg,urban,"[3, 1, 3, 2, 3, 3]",1
10134,10134,5601922630.jpg,animals,"[3, 4, 4, 4, 4]",3
1319,1319,7116155715.jpg,people,"[4, 4, 3, 4, 3]",3
10288,10288,2690598994.jpg,animals,"[3, 3, 4, 3, 4]",2
13420,13420,1241506309.jpg,animals,"[3, 2, 2, 3, 3]",2
5162,5162,490549186.jpg,nature,"[3, 3, 3, 3, 4]",2
9867,9867,4942450606.jpg,animals,"[4, 4, 3, 4, 3]",3
9402,9402,6317792842.jpg,urban,"[5, 4, 3, 5, 2, 4]",3
1135,1135,3067512763.jpg,people,"[3, 4, 4, 4, 3, 3, 3, 5, 4, 3]",3
4529,4529,61603881.jpg,nature,"[3, 4, 3, 4, 3, 3, 4, 3, 4, 3]",2
3505,3505,3089372412.jpg,urban,"[3, 4, 3, 3, 3, 3]",2
4749,4749,4042365053.jpg,urban,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2
7086,7086,307928976.jpg,people,"[4, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2
9020,9020,3070386395.jpg,animals,"[3, 2, 4, 2, 3]",2
13402,13402,8194946311.jpg,nature,"[2, 3, 2, 4, 4, 2, 3, 2, 3, 2]",2
6336,6336,7376859504.jpg,nature,"[3, 3, 3, 3, 3]",2
9929,9929,8398181427.jpg,urban,"[4, 3, 4, 3, 5, 4, 4, 3, 3, 3]",3
6982,6982,5174950766.jpg,urban,"[3, 3, 3, 4, 3]",2
11566,11566,1184694443.jpg,animals,"[4, 4, 4, 3, 3]",3
2505,2505,3830244245.jpg,animals,"[4, 3, 3, 3, 4, 4, 3, 4, 4, 4, 4]",3
2904,2904,3362855614.jpg,urban,"[5, 4, 4, 4, 5, 5, 5, 5, 5, 5]",4
570,570,383090897.jpg,nature,"[2, 4, 3, 3, 3]",2
1448,1448,4612608419.jpg,nature,"[3, 3, 2, 2, 3]",2
3414,3414,4750472572.jpg,animals,"[4, 3, 3, 4, 3, 4]",3
12447,12447,333862026.jpg,animals,"[3, 4, 4, 4, 3]",3
10809,10809,3559717572.jpg,people,"[5, 3, 2, 2, 4]",2
6837,6837,6294013524.jpg,nature,"[5, 3, 4, 3, 3]",3
3226,3226,5967908275.jpg,people,"[3, 3, 3, 3, 3]",2
13234,13234,7563970952.jpg,nature,"[4, 4, 4, 5, 5, 4, 4, 4, 4, 5]",3
4383,4383,5733878603.jpg,animals,"[4, 4, 4, 4, 5, 4]",3
7845,7845,8342472924.jpg,nature,"[3, 3, 4, 4, 5, 4, 4, 4, 5, 5]",3
3539,3539,91356861.jpg,nature,"[3, 3, 2, 3, 3]",2
11793,11793,5684401235.jpg,nature,"[3, 3, 3, 3, 3]",2
12169,12169,6826496166.jpg,urban,"[4, 4, 3, 3, 3, 4, 3, 3, 4, 3]",2
2827,2827,176284030.jpg,nature,"[3, 3, 3, 3, 2]",2
5780,5780,2167526032.jpg,people,"[3, 3, 3, 3, 3]",2
4996,4996,4695026806.jpg,nature,"[5, 3, 3, 3, 4]",3
1338,1338,5746088925.jpg,nature,"[3, 3, 4, 3, 4]",2
3262,3262,8133504155.jpg,animals,"[4, 4, 5, 5, 4]",3
7876,7876,4487011740.jpg,animals,"[3, 3, 3, 4, 4]",2
9809,9809,7489348844.jpg,nature,"[3, 3, 4, 3, 4]",2
6838,6838,3378682899.jpg,people,"[3, 4, 3, 3, 4]",2
5741,5741,5110987023.jpg,nature,"[3, 3, 3, 3, 3]",2
650,650,7455163346.jpg,urban,"[4, 3, 4, 3, 3]",2
6039,6039,8394118490.jpg,people,"[4, 3, 4, 4, 4]",3
2258,2258,8121780391.jpg,nature,"[3, 4, 3, 3, 3]",2
5395,5395,2618367873.jpg,people,"[4, 4, 4, 4, 3]",3
11866,11866,4063308041.jpg,urban,"[3, 4, 3, 4, 5]",3
7082,7082,4556252493.jpg,nature,"[3, 5, 4, 4, 3]",3
10560,10560,4503211580.jpg,animals,"[4, 4, 4, 3, 4]",3
3521,3521,437394474.jpg,animals,"[4, 4, 4, 4, 4, 5, 4, 4, 5, 4]",3
10219,10219,8409982809.jpg,nature,"[3, 3, 3, 3, 4]",2
4478,4478,3393407708.jpg,urban,"[5, 5, 4, 4, 4]",3
5660,5660,446467602.jpg,nature,"[4, 4, 3, 4, 3]",3
67,67,2150062942.jpg,nature,"[3, 3, 3, 4, 3]",2
12729,12729,6040673241.jpg,urban,"[4, 4, 4, 4, 2]",3
10775,10775,4326109943.jpg,animals,"[4, 3, 3, 4, 3, 4]",3
7609,7609,6061264055.jpg,urban,"[4, 4, 3, 3, 3, 3]",2
1258,1258,2216460729.jpg,urban,"[3, 4, 4, 3, 4]",3
10850,10850,4199368721.jpg,nature,"[3, 3, 3, 3, 4, 3, 3, 4, 3, 4]",2
11574,11574,6251609644.jpg,people,"[4, 4, 3, 2, 3]",2
991,991,4219684694.jpg,nature,"[2, 2, 3, 1, 3]",1
3504,3504,7994717132.jpg,nature,"[3, 2, 2, 2, 2]",1
